host mmap_min_addr=0x10000
Reserved 0x2c5000 bytes of guest address space
Relocating guest address space from 0x0000000000400000 to 0x400000
guest_base  0x0
start            end              size             prot
0000000000400000-00000000004c0000 00000000000c0000 r-x
Trace 0x56330914f010 [000000000040dbfe] 
Trace 0x56330914f0a0 [000000000040dc60] 
Trace 0x56330914f160 [000000000040ba42] 
Trace 0x56330914f1d0 [000000000040b9c6] 
Trace 0x56330914f2a0 [0000000000408b97] 
Trace 0x56330914f330 [0000000000408b9c] 
Trace 0x56330914f3e0 [0000000000408bad] 
Trace 0x56330914f4d0 [0000000000408bd4] 
Trace 0x56330914f580 [0000000000408be1] 
Trace 0x56330914f620 [0000000000408bfd] 
Trace 0x56330914f6d0 [0000000000408c05] 
Trace 0x56330914f750 [000000000040148a] 
Trace 0x56330914f7a0 [000000000040166c] 
Trace 0x56330914f7f0 [0000000000407950] 
Trace 0x56330914f880 [0000000000407830] 
Trace 0x56330914f960 [0000000000407851] 
Trace 0x56330914f9f0 [000000000040785a] 
Trace 0x56330914fa90 [0000000000407875] 
Trace 0x56330914fb50 [000000000040788a] 
Trace 0x56330914fbe0 [0000000000407900] 
Trace 0x56330914fcc0 [0000000000401b90] 
Trace 0x56330914fd50 [0000000000401ba6] 
Trace 0x56330914fdb0 [0000000000400cc0] 
Trace 0x56330914fe40 [0000000000400cdd] 
Trace 0x56330914fe80 [0000000000401bb7] 
Trace 0x56330914ff10 [0000000000401bb0] 
Trace 0x56330914ff70 [0000000000401000] 
Trace 0x563309150000 [0000000000401009] 
Trace 0x563309150060 [0000000000400f80] 
Trace 0x563309150110 [0000000000400fb0] 
Trace 0x563309150160 [0000000000401012] 
Trace 0x5633091501e0 [000000000040101c] 
Trace 0x563309150230 [0000000000491650] 
Trace 0x563309150270 [0000000000491520] 
Trace 0x563309150320 [000000000049152d] 
Trace 0x5633091503a0 [0000000000491537] 
Trace 0x563309150430 [0000000000491552] 
Trace 0x5633091504c0 [000000000049155e] 
Trace 0x563309150550 [0000000000491564] 
Trace 0x563309150590 [0000000000491635] 
Trace 0x5633091505e0 [00000000004915d4] 
Trace 0x563309150670 [00000000004915f1] 
Trace 0x5633091506e0 [0000000000401023] 
Trace 0x56330914fe80 [0000000000401bb7] 
Trace 0x563309150740 [0000000000401bbd] 
Trace 0x563309150790 [0000000000493a78] 
Trace 0x563309150800 [0000000000407919] 
Trace 0x563309150840 [0000000000407860] 
Trace 0x5633091508e0 [000000000040789f] 
Trace 0x563309150970 [00000000004078b0] 
Trace 0x5633091509f0 [00000000004078b5] 
Trace 0x563309150a80 [00000000004078c2] 
Trace 0x563309150ad0 [000000000040cec0] 
Trace 0x563309150bc0 [000000000040cf26] 
Trace 0x563309150c70 [000000000040d058] 
Trace 0x563309150d00 [000000000040d066] 
Trace 0x563309150d30 [000000000040cf4c] 
Trace 0x563309150bc0 [000000000040cf26] 
Trace 0x563309150c70 [000000000040d058] 
Trace 0x563309150dd0 [000000000040cee8] 
Trace 0x56330914cec0 [000000000040c940] 
Trace 0x563309150e40 [000000000040c95d] 
Trace 0x563309150ed0 [000000000040c96a] 
Trace 0x56330914e220 [000000000040ca90] 
Trace 0x563309150f70 [000000000040c120] 
Trace 0x563309151000 [000000000040c132] 
Trace 0x5633091510a0 [000000000040c169] 
Trace 0x563309151110 [000000000040b320] 
Trace 0x563309151200 [000000000040b335] 
Trace 0x563309151250 [000000000040b34b] 
Trace 0x5633091512f0 [000000000040b35e] 
Trace 0x563309151340 [0000000000434530] 
Trace 0x5633091513d0 [0000000000434539] 
Trace 0x563309151420 [0000000000434540] 
Trace 0x5633091514b0 [000000000043454c] 
Trace 0x5633091514f0 [000000000040b363] 
Trace 0x563309151570 [000000000040b340] 
Trace 0x563309151620 [000000000040b3a0] 
Trace 0x563309151690 [000000000040b373] 
Trace 0x563309151720 [000000000040b38b] 
Trace 0x5633091517c0 [000000000040c17c] 
Trace 0x563309151850 [000000000040c190] 
Trace 0x563309151940 [000000000040c1e0] 
Trace 0x5633091519d0 [000000000040c1e8] 
Trace 0x563309151a10 [000000000040c1b2] 
Trace 0x563309151b30 [000000000040cefa] 
Trace 0x563309151bc0 [000000000040cf09] 
Trace 0x563309151c60 [000000000040cf59] 
Trace 0x563309150bc0 [000000000040cf26] 
Trace 0x563309150c70 [000000000040d058] 
Trace 0x563309150d30 [000000000040cf4c] 
Trace 0x563309151cf0 [000000000040cf64] 
Trace 0x563309151d70 [000000000040cf74] 
Trace 0x563309151e00 [000000000040d030] 
Trace 0x563309151e90 [000000000040cf80] 
Trace 0x563309151f10 [000000000040cf8b] 
Trace 0x563309151fa0 [000000000040cf9a] 
Trace 0x563309152020 [000000000040cfa8] 
Trace 0x5633091520b0 [000000000040cfb7] 
Trace 0x563309152140 [000000000040cfc1] 
Trace 0x5633091521e0 [000000000040cfd7] 
Trace 0x5633091522c0 [000000000040cfe2] 
Trace 0x563309152380 [000000000040d004] 
Trace 0x563309152410 [000000000040d0a0] 
Trace 0x5633091524d0 [000000000040d00e] 
Trace 0x563309152550 [000000000040aa40] 
Trace 0x5633091525b0 [000000000040dfc0] 
Trace 0x563309152650 [000000000040cb40] 
Trace 0x563309152710 [000000000040cb7f] 
Trace 0x5633091527b0 [000000000040cb89] 
Trace 0x563309152820 [000000000040dfd7] 
Trace 0x5633091528a0 [000000000040dfe0] 
Trace 0x563309152930 [000000000040dfee] 
Trace 0x5633091529f0 [000000000040e00a] 
Trace 0x563309152a70 [000000000040e00f] 
Trace 0x563309152b60 [000000000040aa49] 
Trace 0x563309152be0 [000000000040aa4e] 
Trace 0x563309152c70 [000000000040d01f] 
Trace 0x563309152d00 [000000000040d0e0] 
Trace 0x563309152d90 [000000000040d0f0] 
Trace 0x563309152e30 [000000000040d0fa] 
Trace 0x563309152ed0 [000000000040d116] 
Trace 0x563309152f70 [000000000040d11e] 
Trace 0x563309151e00 [000000000040d030] 
Trace 0x563309151e90 [000000000040cf80] 
Trace 0x563309151e00 [000000000040d030] 
Trace 0x563309152fb0 [000000000040d047] 
Trace 0x563309153060 [00000000004078c8] 
Trace 0x563309153100 [00000000004078d5] 
Trace 0x563309153150 [0000000000433b30] 
Trace 0x5633091531c0 [0000000000433b61] 
