host mmap_min_addr=0x10000
Reserved 0x2c5000 bytes of guest address space
Relocating guest address space from 0x0000000000400000 to 0x400000
guest_base  0x0
start            end              size             prot
0000000000400000-00000000004c0000 00000000000c0000 r-x
Trace 0x5651aabf3450 [00000000004571d9] 
Trace 0x5651aabf34f0 [00000000004571e9] 
Trace 0x5651aabf35a0 [00000000004571f3] 
Trace 0x5651aabf3610 [0000000000457212] 
Trace 0x5651aabf3690 [0000000000435010] 
Trace 0x5651aabf36e0 [000000000043501a] 
Trace 0x5651aabf3770 [0000000000435026] 
Trace 0x5651aabf37b0 [000000000045722c] 
Trace 0x5651aabf3840 [0000000000457232] 
Trace 0x5651aabf38b0 [000000000040da10] 
Trace 0x5651aabf3990 [000000000040da2b] 
Trace 0x5651aabf3a60 [0000000000457246] 
Trace 0x5651aabf3b00 [000000000040dab5] 
Trace 0x5651aabf3b90 [000000000040da8e] 
Trace 0x5651aabf3c00 [000000000040cad8] 
Trace 0x5651aabf3c70 [000000000040c9bf] 
Trace 0x5651aabf3cf0 [000000000040c9cb] 
Trace 0x5651aabf3d90 [000000000040c9d8] 
Trace 0x5651aabf3eb0 [000000000040ca08] 
Trace 0x5651aabf3f40 [000000000040c96e] 
Trace 0x5651aabf3fd0 [000000000040ca90] 
Trace 0x5651aabf4070 [000000000040c100] 
Trace 0x5651aabf4140 [000000000040c114] 
Trace 0x5651aabf41e0 [000000000040ba01] 
Trace 0x5651aabf4270 [000000000040ba0a] 
Trace 0x5651aabf4320 [000000000040ba1a] 
Trace 0x5651aabf43d0 [000000000040ba2e] 
Trace 0x5651aabf4450 [000000000040ba33] 
Trace 0x5651aabf44c0 [000000000040db60] 
Trace 0x5651aabf45a0 [000000000040db76] 
Trace 0x5651aabf4600 [000000000040dc28] 
Trace 0x5651aabf46a0 [000000000040dc37] 
Trace 0x5651aabf4750 [000000000040dc4b] 
Trace 0x5651aabeb380 [000000000041c7f0] 
Trace 0x5651aabf47d0 [000000000041c870] 
Trace 0x5651aabf4860 [000000000041c8a0] 
Trace 0x5651aabf48f0 [000000000041c8a9] 
Trace 0x5651aabf4990 [000000000041c8b0] 
Trace 0x5651aabf4ab0 [000000000041c8da] 
Trace 0x5651aabf4bd0 [000000000041c904] 
Trace 0x5651aabeb410 [000000000041c7f6] 
Trace 0x5651aabf4c50 [000000000041c819] 
Trace 0x5651aabf4cd0 [000000000041c81e] 
Trace 0x5651aabeb660 [000000000041c82f] 
Trace 0x5651aabf4d70 [000000000040dc59] 
Trace 0x5651aabf4dc0 [000000000040dbfe] 
Trace 0x5651aabf4e50 [000000000040dc60] 
Trace 0x5651aabf4f10 [000000000040ba42] 
Trace 0x5651aabf4f80 [000000000040b9c6] 
Trace 0x5651aabf5050 [0000000000408b97] 
Trace 0x5651aabf50e0 [0000000000408b9c] 
Trace 0x5651aabf5190 [0000000000408bad] 
Trace 0x5651aabf5280 [0000000000408bd4] 
Trace 0x5651aabf5330 [0000000000408be1] 
Trace 0x5651aabf53d0 [0000000000408bfd] 
Trace 0x5651aabf5480 [0000000000408c05] 
Trace 0x5651aabf5500 [000000000040148a] 
Trace 0x5651aabf5550 [000000000040166c] 
Trace 0x5651aabf55a0 [0000000000407950] 
Trace 0x5651aabf5630 [0000000000407830] 
Trace 0x5651aabf5710 [0000000000407851] 
Trace 0x5651aabf57a0 [000000000040785a] 
Trace 0x5651aabf5840 [0000000000407875] 
Trace 0x5651aabf5900 [000000000040788a] 
Trace 0x5651aabf5990 [0000000000407900] 
Trace 0x5651aabf5a70 [0000000000401b90] 
Trace 0x5651aabf5b00 [0000000000401ba6] 
Trace 0x5651aabf5b60 [0000000000400cc0] 
Trace 0x5651aabf5bf0 [0000000000400cdd] 
Trace 0x5651aabf5c30 [0000000000401bb7] 
Trace 0x5651aabf5cc0 [0000000000401bb0] 
Trace 0x5651aabf5d20 [0000000000401000] 
Trace 0x5651aabf5db0 [0000000000401009] 
Trace 0x5651aabf5e10 [0000000000400f80] 
Trace 0x5651aabf5ec0 [0000000000400fb0] 
Trace 0x5651aabf5f10 [0000000000401012] 
Trace 0x5651aabf5f90 [000000000040101c] 
Trace 0x5651aabf5fe0 [0000000000491650] 
Trace 0x5651aabf6020 [0000000000491520] 
Trace 0x5651aabf60d0 [000000000049152d] 
Trace 0x5651aabf6150 [0000000000491537] 
Trace 0x5651aabf61e0 [0000000000491552] 
Trace 0x5651aabf6270 [000000000049155e] 
Trace 0x5651aabf6300 [0000000000491564] 
Trace 0x5651aabf6340 [0000000000491635] 
Trace 0x5651aabf6390 [00000000004915d4] 
Trace 0x5651aabf6420 [00000000004915f1] 
Trace 0x5651aabf6490 [0000000000401023] 
Trace 0x5651aabf5c30 [0000000000401bb7] 
Trace 0x5651aabf64f0 [0000000000401bbd] 
Trace 0x5651aabf6540 [0000000000493a78] 
Trace 0x5651aabf65b0 [0000000000407919] 
Trace 0x5651aabf65f0 [0000000000407860] 
Trace 0x5651aabf6690 [000000000040789f] 
Trace 0x5651aabf6720 [00000000004078b0] 
Trace 0x5651aabf67a0 [00000000004078b5] 
Trace 0x5651aabf6830 [00000000004078c2] 
Trace 0x5651aabf6880 [000000000040cec0] 
Trace 0x5651aabf6970 [000000000040cf26] 
Trace 0x5651aabf6a20 [000000000040d058] 
Trace 0x5651aabf6ab0 [000000000040d066] 
Trace 0x5651aabf6ae0 [000000000040cf4c] 
Trace 0x5651aabf6970 [000000000040cf26] 
Trace 0x5651aabf6a20 [000000000040d058] 
Trace 0x5651aabf6b80 [000000000040cee8] 
Trace 0x5651aabf2c70 [000000000040c940] 
Trace 0x5651aabf6bf0 [000000000040c95d] 
Trace 0x5651aabf6c80 [000000000040c96a] 
Trace 0x5651aabf3fd0 [000000000040ca90] 
Trace 0x5651aabf6d20 [000000000040c120] 
Trace 0x5651aabf6db0 [000000000040c132] 
Trace 0x5651aabf6e50 [000000000040c169] 
Trace 0x5651aabf6ec0 [000000000040b320] 
Trace 0x5651aabf6fb0 [000000000040b335] 
Trace 0x5651aabf7000 [000000000040b34b] 
Trace 0x5651aabf70a0 [000000000040b35e] 
Trace 0x5651aabf70f0 [0000000000434530] 
Trace 0x5651aabf7180 [0000000000434539] 
Trace 0x5651aabf71d0 [0000000000434540] 
Trace 0x5651aabf7260 [000000000043454c] 
Trace 0x5651aabf72a0 [000000000040b363] 
Trace 0x5651aabf7320 [000000000040b340] 
Trace 0x5651aabf73d0 [000000000040b3a0] 
Trace 0x5651aabf7440 [000000000040b373] 
Trace 0x5651aabf74d0 [000000000040b38b] 
Trace 0x5651aabf7570 [000000000040c17c] 
Trace 0x5651aabf7600 [000000000040c190] 
Trace 0x5651aabf76f0 [000000000040c1e0] 
Trace 0x5651aabf7780 [000000000040c1e8] 
Trace 0x5651aabf77c0 [000000000040c1b2] 
Trace 0x5651aabf78e0 [000000000040cefa] 
Trace 0x5651aabf7970 [000000000040cf09] 
Trace 0x5651aabf7a10 [000000000040cf59] 
Trace 0x5651aabf6970 [000000000040cf26] 
Trace 0x5651aabf6a20 [000000000040d058] 
Trace 0x5651aabf6ae0 [000000000040cf4c] 
Trace 0x5651aabf7aa0 [000000000040cf64] 
Trace 0x5651aabf7b20 [000000000040cf74] 
Trace 0x5651aabf7bb0 [000000000040d030] 
Trace 0x5651aabf7c40 [000000000040cf80] 
Trace 0x5651aabf7cc0 [000000000040cf8b] 
Trace 0x5651aabf7d50 [000000000040cf9a] 
Trace 0x5651aabf7dd0 [000000000040cfa8] 
Trace 0x5651aabf7e60 [000000000040cfb7] 
Trace 0x5651aabf7ef0 [000000000040cfc1] 
Trace 0x5651aabf7f90 [000000000040cfd7] 
Trace 0x5651aabf8070 [000000000040cfe2] 
Trace 0x5651aabf8130 [000000000040d004] 
Trace 0x5651aabf81c0 [000000000040d0a0] 
Trace 0x5651aabf8280 [000000000040d00e] 
Trace 0x5651aabf8300 [000000000040aa40] 
Trace 0x5651aabf8360 [000000000040dfc0] 
Trace 0x5651aabf8400 [000000000040cb40] 
Trace 0x5651aabf84c0 [000000000040cb7f] 
Trace 0x5651aabf8560 [000000000040cb89] 
Trace 0x5651aabf85d0 [000000000040dfd7] 
Trace 0x5651aabf8650 [000000000040dfe0] 
Trace 0x5651aabf86e0 [000000000040dfee] 
Trace 0x5651aabf87a0 [000000000040e00a] 
Trace 0x5651aabf8820 [000000000040e00f] 
Trace 0x5651aabf8910 [000000000040aa49] 
Trace 0x5651aabf8990 [000000000040aa4e] 
Trace 0x5651aabf8a20 [000000000040d01f] 
Trace 0x5651aabf8ab0 [000000000040d0e0] 
Trace 0x5651aabf8b40 [000000000040d0f0] 
Trace 0x5651aabf8be0 [000000000040d0fa] 
Trace 0x5651aabf8c80 [000000000040d116] 
Trace 0x5651aabf8d20 [000000000040d11e] 
Trace 0x5651aabf7bb0 [000000000040d030] 
Trace 0x5651aabf7c40 [000000000040cf80] 
Trace 0x5651aabf7bb0 [000000000040d030] 
Trace 0x5651aabf8d60 [000000000040d047] 
Trace 0x5651aabf8e10 [00000000004078c8] 
Trace 0x5651aabf8eb0 [00000000004078d5] 
Trace 0x5651aabf8f00 [0000000000433b30] 
Trace 0x5651aabf8f70 [0000000000433b61] 
