host mmap_min_addr=0x10000
Reserved 0x2c5000 bytes of guest address space
Relocating guest address space from 0x0000000000400000 to 0x400000
guest_base  0x0
start            end              size             prot
0000000000400000-00000000004c0000 00000000000c0000 r-x
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58800 [00000000004011f6] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a588a0 [000000000040120e] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58940 [0000000000401226] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a589e0 [000000000040123e] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58a80 [0000000000401256] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58b20 [000000000040126e] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58bc0 [0000000000401286] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58c60 [000000000040129e] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58d00 [00000000004012b6] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58da0 [00000000004012ce] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58e40 [00000000004012e6] 
Trace 0x55abe3a584d0 [00000000004010cb] 
Trace 0x55abe3a58ee0 [00000000004012fe] 
Trace 0x55abe3a59190 [00000000004013a8] 
Trace 0x55abe3a59230 [0000000000401381] 
Trace 0x55abe3a592e0 [000000000040139d] 
Trace 0x55abe3a59320 [0000000000401420] 
Trace 0x55abe3a59370 [000000000040146f] 
Trace 0x55abe3a59400 [0000000000401480] 
Trace 0x55abe3a59450 [0000000000408af0] 
Trace 0x55abe3a51a70 [0000000000419840] 
Trace 0x55abe3a594d0 [0000000000419940] 
Trace 0x55abe3a59650 [0000000000419966] 
Trace 0x55abe3a597f0 [00000000004199a4] 
Trace 0x55abe3a59a00 [0000000000408afc] 
Trace 0x55abe3a59aa0 [0000000000408b12] 
Trace 0x55abe3a59b50 [0000000000408b2c] 
Trace 0x55abe3a59be0 [0000000000408b47] 
Trace 0x55abe3a59ce0 [0000000000408b51] 
Trace 0x55abe3a59dc0 [0000000000408b7d] 
Trace 0x55abe3a59e40 [000000000040b950] 
Trace 0x55abe3a59f30 [000000000040b968] 
Trace 0x55abe3a59fe0 [000000000040b980] 
Trace 0x55abe3a5a080 [000000000040b9e0] 
Trace 0x55abe3a5a110 [000000000040b9ef] 
Trace 0x55abe3a5a180 [000000000040c940] 
Trace 0x55abe3a5a240 [000000000040c953] 
Trace 0x55abe3a5a2d0 [000000000040c9b0] 
Trace 0x55abe3a5a360 [000000000040cad0] 
Trace 0x55abe3a5a3b0 [000000000040da80] 
Trace 0x55abe3a5a480 [000000000040da98] 
Trace 0x55abe3a5a510 [000000000040daa8] 
Trace 0x55abe3a5a570 [00000000004571b0] 
Trace 0x55abe3a5a650 [00000000004571c5] 
Trace 0x55abe3a5a6b0 [000000000040b310] 
Trace 0x55abe3a5a700 [0000000000434420] 
Trace 0x55abe3a5a7a0 [0000000000434427] 
Trace 0x55abe3a5a800 [0000000000434434] 
Trace 0x55abe3a5a8a0 [000000000043443c] 
Trace 0x55abe3a5a8e0 [00000000004571d5] 
Trace 0x55abe3a5a960 [00000000004571d9] 
Trace 0x55abe3a5aa00 [00000000004571e9] 
Trace 0x55abe3a5aab0 [00000000004571f3] 
Trace 0x55abe3a5ab20 [0000000000457212] 
Trace 0x55abe3a5aba0 [0000000000435010] 
Trace 0x55abe3a5abf0 [000000000043501a] 
Trace 0x55abe3a5ac80 [0000000000435026] 
Trace 0x55abe3a5acc0 [000000000045722c] 
Trace 0x55abe3a5ad50 [0000000000457232] 
Trace 0x55abe3a5adc0 [000000000040da10] 
Trace 0x55abe3a5aea0 [000000000040da2b] 
Trace 0x55abe3a5af70 [0000000000457246] 
Trace 0x55abe3a5b010 [000000000040dab5] 
Trace 0x55abe3a5b0a0 [000000000040da8e] 
Trace 0x55abe3a5b110 [000000000040cad8] 
Trace 0x55abe3a5b180 [000000000040c9bf] 
Trace 0x55abe3a5b200 [000000000040c9cb] 
Trace 0x55abe3a5b2a0 [000000000040c9d8] 
Trace 0x55abe3a5b3c0 [000000000040ca08] 
Trace 0x55abe3a5b450 [000000000040c96e] 
Trace 0x55abe3a5b4e0 [000000000040ca90] 
Trace 0x55abe3a5b580 [000000000040c100] 
Trace 0x55abe3a5b650 [000000000040c114] 
Trace 0x55abe3a5b6f0 [000000000040ba01] 
Trace 0x55abe3a5b780 [000000000040ba0a] 
Trace 0x55abe3a5b830 [000000000040ba1a] 
Trace 0x55abe3a5b8e0 [000000000040ba2e] 
Trace 0x55abe3a5b960 [000000000040ba33] 
Trace 0x55abe3a5b9d0 [000000000040db60] 
Trace 0x55abe3a5bab0 [000000000040db76] 
Trace 0x55abe3a5bb10 [000000000040dc28] 
Trace 0x55abe3a5bbb0 [000000000040dc37] 
Trace 0x55abe3a5bc60 [000000000040dc4b] 
Trace 0x55abe3a51380 [000000000041c7f0] 
Trace 0x55abe3a5bce0 [000000000041c870] 
Trace 0x55abe3a5bd70 [000000000041c8a0] 
Trace 0x55abe3a5be00 [000000000041c8a9] 
Trace 0x55abe3a5bea0 [000000000041c8b0] 
Trace 0x55abe3a5bfc0 [000000000041c8da] 
Trace 0x55abe3a5c0e0 [000000000041c904] 
Trace 0x55abe3a51410 [000000000041c7f6] 
Trace 0x55abe3a5c160 [000000000041c819] 
Trace 0x55abe3a5c1e0 [000000000041c81e] 
Trace 0x55abe3a51660 [000000000041c82f] 
Trace 0x55abe3a5c280 [000000000040dc59] 
Trace 0x55abe3a5c2d0 [000000000040dbfe] 
Trace 0x55abe3a5c360 [000000000040dc60] 
Trace 0x55abe3a5c420 [000000000040ba42] 
Trace 0x55abe3a5c490 [000000000040b9c6] 
Trace 0x55abe3a5c560 [0000000000408b97] 
Trace 0x55abe3a5c5f0 [0000000000408b9c] 
Trace 0x55abe3a5c6a0 [0000000000408bad] 
Trace 0x55abe3a5c790 [0000000000408bd4] 
Trace 0x55abe3a5c840 [0000000000408be1] 
Trace 0x55abe3a5c8e0 [0000000000408bfd] 
Trace 0x55abe3a5c990 [0000000000408c05] 
Trace 0x55abe3a5ca10 [000000000040148a] 
Trace 0x55abe3a5ca60 [000000000040166c] 
Trace 0x55abe3a5cab0 [0000000000407950] 
Trace 0x55abe3a5cb40 [0000000000407830] 
Trace 0x55abe3a5cc20 [0000000000407851] 
Trace 0x55abe3a5ccb0 [000000000040785a] 
Trace 0x55abe3a5cd50 [0000000000407875] 
Trace 0x55abe3a5ce10 [000000000040788a] 
Trace 0x55abe3a5cea0 [0000000000407900] 
Trace 0x55abe3a5cf80 [0000000000401b90] 
Trace 0x55abe3a5d010 [0000000000401ba6] 
Trace 0x55abe3a5d070 [0000000000400cc0] 
Trace 0x55abe3a5d100 [0000000000400cdd] 
Trace 0x55abe3a5d140 [0000000000401bb7] 
Trace 0x55abe3a5d1d0 [0000000000401bb0] 
Trace 0x55abe3a5d230 [0000000000401000] 
Trace 0x55abe3a5d2c0 [0000000000401009] 
Trace 0x55abe3a5d320 [0000000000400f80] 
Trace 0x55abe3a5d3d0 [0000000000400fb0] 
Trace 0x55abe3a5d420 [0000000000401012] 
Trace 0x55abe3a5d4a0 [000000000040101c] 
Trace 0x55abe3a5d4f0 [0000000000491650] 
Trace 0x55abe3a5d530 [0000000000491520] 
Trace 0x55abe3a5d5e0 [000000000049152d] 
Trace 0x55abe3a5d660 [0000000000491537] 
Trace 0x55abe3a5d6f0 [0000000000491552] 
Trace 0x55abe3a5d780 [000000000049155e] 
Trace 0x55abe3a5d810 [0000000000491564] 
Trace 0x55abe3a5d850 [0000000000491635] 
Trace 0x55abe3a5d8a0 [00000000004915d4] 
Trace 0x55abe3a5d930 [00000000004915f1] 
Trace 0x55abe3a5d9a0 [0000000000401023] 
Trace 0x55abe3a5d140 [0000000000401bb7] 
Trace 0x55abe3a5da00 [0000000000401bbd] 
Trace 0x55abe3a5da50 [0000000000493a78] 
Trace 0x55abe3a5dac0 [0000000000407919] 
Trace 0x55abe3a5db00 [0000000000407860] 
Trace 0x55abe3a5dba0 [000000000040789f] 
Trace 0x55abe3a5dc30 [00000000004078b0] 
Trace 0x55abe3a5dcb0 [00000000004078b5] 
Trace 0x55abe3a5dd40 [00000000004078c2] 
Trace 0x55abe3a5dd90 [000000000040cec0] 
Trace 0x55abe3a5de80 [000000000040cf26] 
Trace 0x55abe3a5df30 [000000000040d058] 
Trace 0x55abe3a5dfc0 [000000000040d066] 
Trace 0x55abe3a5dff0 [000000000040cf4c] 
Trace 0x55abe3a5de80 [000000000040cf26] 
Trace 0x55abe3a5df30 [000000000040d058] 
Trace 0x55abe3a5e090 [000000000040cee8] 
Trace 0x55abe3a5a180 [000000000040c940] 
Trace 0x55abe3a5e100 [000000000040c95d] 
Trace 0x55abe3a5e190 [000000000040c96a] 
Trace 0x55abe3a5b4e0 [000000000040ca90] 
Trace 0x55abe3a5e230 [000000000040c120] 
Trace 0x55abe3a5e2c0 [000000000040c132] 
Trace 0x55abe3a5e360 [000000000040c169] 
Trace 0x55abe3a5e3d0 [000000000040b320] 
Trace 0x55abe3a5e4c0 [000000000040b335] 
Trace 0x55abe3a5e510 [000000000040b34b] 
Trace 0x55abe3a5e5b0 [000000000040b35e] 
Trace 0x55abe3a5e600 [0000000000434530] 
Trace 0x55abe3a5e690 [0000000000434539] 
Trace 0x55abe3a5e6e0 [0000000000434540] 
Trace 0x55abe3a5e770 [000000000043454c] 
Trace 0x55abe3a5e7b0 [000000000040b363] 
Trace 0x55abe3a5e830 [000000000040b340] 
Trace 0x55abe3a5e8e0 [000000000040b3a0] 
Trace 0x55abe3a5e950 [000000000040b373] 
Trace 0x55abe3a5e9e0 [000000000040b38b] 
Trace 0x55abe3a5ea80 [000000000040c17c] 
Trace 0x55abe3a5eb10 [000000000040c190] 
Trace 0x55abe3a5ec00 [000000000040c1e0] 
Trace 0x55abe3a5ec90 [000000000040c1e8] 
Trace 0x55abe3a5ecd0 [000000000040c1b2] 
Trace 0x55abe3a5edf0 [000000000040cefa] 
Trace 0x55abe3a5ee80 [000000000040cf09] 
Trace 0x55abe3a5ef20 [000000000040cf59] 
Trace 0x55abe3a5de80 [000000000040cf26] 
Trace 0x55abe3a5df30 [000000000040d058] 
Trace 0x55abe3a5dff0 [000000000040cf4c] 
Trace 0x55abe3a5efb0 [000000000040cf64] 
Trace 0x55abe3a5f030 [000000000040cf74] 
Trace 0x55abe3a5f0c0 [000000000040d030] 
Trace 0x55abe3a5f150 [000000000040cf80] 
Trace 0x55abe3a5f1d0 [000000000040cf8b] 
Trace 0x55abe3a5f260 [000000000040cf9a] 
Trace 0x55abe3a5f2e0 [000000000040cfa8] 
Trace 0x55abe3a5f370 [000000000040cfb7] 
Trace 0x55abe3a5f400 [000000000040cfc1] 
Trace 0x55abe3a5f4a0 [000000000040cfd7] 
Trace 0x55abe3a5f580 [000000000040cfe2] 
Trace 0x55abe3a5f640 [000000000040d004] 
Trace 0x55abe3a5f6d0 [000000000040d0a0] 
Trace 0x55abe3a5f790 [000000000040d00e] 
Trace 0x55abe3a5f810 [000000000040aa40] 
Trace 0x55abe3a5f870 [000000000040dfc0] 
Trace 0x55abe3a5f910 [000000000040cb40] 
Trace 0x55abe3a5f9d0 [000000000040cb7f] 
Trace 0x55abe3a5fa70 [000000000040cb89] 
Trace 0x55abe3a5fae0 [000000000040dfd7] 
Trace 0x55abe3a5fb60 [000000000040dfe0] 
Trace 0x55abe3a5fbf0 [000000000040dfee] 
Trace 0x55abe3a5fcb0 [000000000040e00a] 
Trace 0x55abe3a5fd30 [000000000040e00f] 
Trace 0x55abe3a5fe20 [000000000040aa49] 
Trace 0x55abe3a5fea0 [000000000040aa4e] 
Trace 0x55abe3a5ff30 [000000000040d01f] 
Trace 0x55abe3a5ffc0 [000000000040d0e0] 
Trace 0x55abe3a60050 [000000000040d0f0] 
Trace 0x55abe3a600f0 [000000000040d0fa] 
Trace 0x55abe3a60190 [000000000040d116] 
Trace 0x55abe3a60230 [000000000040d11e] 
Trace 0x55abe3a5f0c0 [000000000040d030] 
Trace 0x55abe3a5f150 [000000000040cf80] 
Trace 0x55abe3a5f0c0 [000000000040d030] 
Trace 0x55abe3a60270 [000000000040d047] 
Trace 0x55abe3a60320 [00000000004078c8] 
Trace 0x55abe3a603c0 [00000000004078d5] 
Trace 0x55abe3a60410 [0000000000433b30] 
Trace 0x55abe3a60480 [0000000000433b61] 
